,id,carat,cut,color,clarity,depth,price
13172,13172,0.83,1,0,2,63.8,7.694
13173,13173,1.04,3,5,1,61.6,8.334
13174,13174,1.11,4,5,1,62.2,8.511
13175,13175,0.32,4,2,7,61.4,6.702
13176,13176,1.5,3,1,3,61.4,9.363
13177,13177,0.43,4,5,5,61.7,7.263
13178,13178,0.41,4,4,5,61.9,7.017
13180,13180,0.31,3,6,6,62.7,6.782
13181,13181,0.51,3,5,3,60.5,7.485
13182,13182,0.41,3,4,2,62.6,6.876
13183,13183,1.7,3,3,2,61.7,9.492
13184,13184,1.01,3,4,2,62.6,8.557
13185,13185,0.32,3,3,7,61.8,6.928
13187,13187,1.26,4,0,6,61.4,8.73
13188,13188,2.0,4,3,2,61.7,9.523
13189,13189,1.05,0,4,2,64.6,8.554
13190,13190,0.31,3,5,2,61.2,6.479
13191,13191,0.3,3,1,4,62.9,6.41
13192,13192,1.5,4,1,5,61.7,9.273
13193,13193,0.91,3,5,4,61.9,8.55
13194,13194,1.09,4,3,4,62.4,8.844
13195,13195,0.51,1,3,1,63.2,6.91
13196,13196,0.36,2,2,4,60.8,6.447
13197,13197,0.97,4,4,2,61.7,8.265
13198,13198,0.24,4,3,7,61.7,6.326
13199,13199,0.42,2,4,6,63.0,7.051
13200,13200,0.62,3,3,1,60.2,7.204
13201,13201,0.44,4,5,5,61.8,7.15
13202,13202,0.3,1,4,1,63.4,5.976
13203,13203,0.61,2,4,3,59.6,7.586
13204,13204,0.5,1,6,2,63.7,7.27
13205,13205,0.3,4,5,3,62.3,6.489
13206,13206,0.32,3,3,5,62.3,6.842
13207,13207,0.61,3,5,2,60.1,7.502
13208,13208,0.9,2,4,4,61.2,8.58
13209,13209,1.05,2,4,3,62.0,8.786
13211,13211,1.71,2,2,2,59.5,9.456
13212,13212,0.42,4,6,2,62.3,6.697
13213,13213,1.54,3,0,5,61.1,9.066
13214,13214,0.43,3,4,5,61.6,7.131
13215,13215,0.34,4,0,4,62.0,6.14
13216,13216,0.78,2,4,4,61.7,8.228
13217,13217,1.21,4,2,2,62.6,8.704
13218,13218,0.23,2,6,6,63.3,6.17
13219,13219,0.41,2,5,1,63.0,6.458
13220,13220,1.01,3,2,4,61.1,8.597
13221,13221,0.9,2,2,2,62.8,8.142
13222,13222,0.44,4,5,2,61.1,6.697
13223,13223,0.7,2,4,1,63.2,7.491
13224,13224,0.91,1,5,2,60.2,8.417
13225,13225,0.51,4,3,4,62.7,7.412
13226,13226,1.24,3,6,2,62.4,8.921
13227,13227,0.4,4,3,1,62.4,6.351
13228,13228,1.06,4,2,6,61.3,8.881
13229,13229,0.71,1,4,2,64.3,7.722
13230,13230,0.3,3,4,6,62.0,6.766
13231,13231,1.2,3,3,7,59.4,9.227
13233,13233,0.78,4,5,1,61.2,7.862
13234,13234,0.39,4,3,4,62.6,6.916
13235,13235,1.65,3,2,4,60.9,9.139
13236,13236,1.0,3,4,2,59.4,8.264
13237,13237,0.4,4,4,1,61.8,6.534
13238,13238,0.33,3,3,1,59.4,6.323
13239,13239,0.39,2,5,4,60.0,6.802
13240,13240,1.24,4,2,4,62.6,8.885
13241,13241,0.35,4,5,5,61.0,6.744
13242,13242,1.2,2,5,2,61.8,8.785
13243,13243,0.7,2,4,3,61.6,7.767
13244,13244,0.9,1,4,1,61.9,8.297
13245,13245,0.55,4,4,6,60.6,7.907
13246,13246,0.32,4,1,6,62.4,6.378
13247,13247,1.01,4,3,3,61.7,8.601
13248,13248,1.08,4,6,2,61.8,8.712
13249,13249,1.12,4,6,3,62.0,9.04
13250,13250,0.7,3,3,0,61.6,7.037
13251,13251,0.91,4,5,2,62.3,8.363
13252,13252,0.24,2,3,4,61.2,5.969
13253,13253,0.34,4,1,2,61.9,6.378
13255,13255,0.3,4,4,5,62.2,6.528
13256,13256,0.51,4,3,4,60.2,7.398
13257,13257,1.03,3,3,3,62.3,8.724
13258,13258,0.31,4,5,3,61.4,6.522
13259,13259,0.71,4,2,7,63.0,8.118
13260,13260,0.54,3,4,2,63.0,7.207
13261,13261,0.4,4,5,2,60.5,6.603
13262,13262,1.03,4,4,1,61.6,8.47
13263,13263,0.4,4,2,3,61.8,6.639
13264,13264,0.73,2,5,1,59.3,7.781
13265,13265,0.41,1,1,5,63.9,6.967
13266,13266,0.25,2,4,6,61.8,6.45
13267,13267,0.66,3,5,4,60.8,7.797
13268,13268,0.5,2,5,3,62.8,7.393
13269,13269,0.32,4,3,4,62.3,6.576
13270,13270,0.42,4,4,5,62.2,7.107
13271,13271,1.5,4,3,5,61.3,9.751
13272,13272,0.72,1,1,4,61.8,7.625
13274,13274,0.92,3,4,0,60.7,7.866
13275,13275,0.7,2,5,2,63.0,7.839
13276,13276,0.56,1,5,3,61.4,7.459
13277,13277,0.92,3,3,1,62.3,8.107
13278,13278,0.71,2,5,2,61.1,7.866
13280,13280,1.5,4,4,3,62.6,9.6
13281,13281,0.5,4,6,4,62.4,7.617
13282,13282,0.4,2,6,2,60.3,6.579
13283,13283,0.9,4,3,5,61.9,8.564
13285,13285,1.59,3,5,1,60.5,9.114
13286,13286,1.06,3,4,2,62.4,8.471
13287,13287,0.77,2,4,6,60.2,8.389
13289,13289,0.94,2,2,1,62.7,8.195
13290,13290,0.3,1,5,3,64.2,6.428
13291,13291,0.31,3,3,4,61.2,6.687
13293,13293,0.32,4,6,3,62.1,6.631
13294,13294,0.38,2,3,5,61.5,6.749
13296,13296,0.33,2,5,2,60.3,6.361
13297,13297,1.02,2,6,2,63.2,8.556
13298,13298,0.62,3,4,2,59.8,7.476
13299,13299,0.38,3,6,4,62.4,6.973
13301,13301,0.4,3,5,3,62.5,6.882
13303,13303,1.6,3,0,4,61.3,9.09
13304,13304,1.02,3,5,2,61.4,8.692
13305,13305,1.0,3,4,1,60.2,8.184
13306,13306,0.52,4,5,5,60.9,7.705
13307,13307,0.3,4,6,2,61.4,6.564
13308,13308,1.1,2,3,5,60.5,9.111
13309,13309,1.71,4,5,1,61.9,9.377
13310,13310,0.33,4,5,6,61.9,6.851
13312,13312,0.54,4,5,3,62.2,7.47
13313,13313,0.41,4,3,2,61.1,6.871
13314,13314,1.25,4,5,1,62.3,8.894
13315,13315,0.52,2,3,4,59.5,7.391
13316,13316,1.51,3,5,4,62.7,9.712
13317,13317,1.05,4,4,1,61.9,8.584
13319,13319,1.1,4,3,5,61.7,9.121
13320,13320,0.39,3,6,3,61.4,6.865
13321,13321,1.52,3,4,1,62.3,9.029
13322,13322,0.9,1,3,4,61.0,8.388
13323,13323,1.2,4,0,1,62.5,8.415
13325,13325,0.7,2,4,5,62.5,8.085
13326,13326,0.5,2,5,3,63.6,7.277
13327,13327,0.91,3,2,1,62.7,8.138
13328,13328,0.4,1,6,1,63.9,6.433
13329,13329,1.01,3,3,1,61.8,8.304
13330,13330,0.32,4,6,2,61.3,6.378
13331,13331,0.73,4,3,4,60.2,8.093
13333,13333,0.66,2,5,6,61.8,8.104
13334,13334,0.3,2,2,4,62.9,6.265
13335,13335,0.72,2,4,3,62.5,7.949
13336,13336,0.51,4,5,2,61.7,7.274
13337,13337,0.81,4,5,1,61.4,7.891
13338,13338,1.13,4,5,3,62.0,9.018
13339,13339,0.31,3,2,5,61.4,6.687
13340,13340,0.3,2,2,2,63.3,6.317
13341,13341,0.4,4,3,1,62.6,6.351
13343,13343,1.0,3,4,3,60.6,8.651
13344,13344,0.4,1,5,2,63.2,6.532
13345,13345,0.58,2,3,1,59.5,7.088
13346,13346,1.14,3,0,2,62.4,8.241
13347,13347,0.41,4,3,2,61.9,6.632
13348,13348,0.82,4,5,2,61.8,8.195
13349,13349,0.4,1,1,2,63.2,6.39
13350,13350,0.7,1,5,4,61.3,8.095
13351,13351,0.4,4,2,2,62.1,6.558
13352,13352,0.51,2,3,4,62.7,7.412
13353,13353,0.41,4,3,5,62.2,6.915
13354,13354,1.02,2,0,2,61.4,8.328
13355,13355,1.35,2,3,4,60.1,9.183
13356,13356,0.38,4,3,5,60.0,6.779
13357,13357,0.47,4,6,3,60.3,7.147
13358,13358,0.31,3,4,6,59.2,6.905
13359,13359,0.3,3,5,2,60.6,6.515
13360,13360,1.52,3,3,4,61.9,9.577
13361,13361,0.4,4,4,4,61.4,6.867
13362,13362,0.37,4,5,3,62.6,6.698
13363,13363,0.34,4,1,2,61.9,6.129
13364,13364,1.5,2,6,2,62.8,9.421
13365,13365,0.7,2,5,3,62.4,7.921
13366,13366,0.3,4,3,6,61.1,6.639
13367,13367,0.3,4,1,4,61.5,6.118
13368,13368,0.72,1,4,3,61.1,7.903
13369,13369,0.25,2,4,5,60.1,6.45
13370,13370,0.52,4,6,2,61.8,7.378
13371,13371,0.5,2,6,3,63.4,7.406
13372,13372,0.57,2,3,4,59.9,7.567
13373,13373,0.43,4,2,7,61.9,7.048
13374,13374,0.31,3,4,7,61.9,6.884
13375,13375,0.81,1,6,2,64.1,8.109
13376,13376,1.52,2,1,1,59.8,8.97
13377,13377,0.33,3,3,6,60.9,7.016
13378,13378,0.57,4,1,6,61.7,7.455
13379,13379,0.43,3,6,1,62.6,6.574
13380,13380,0.4,4,5,4,62.0,6.959
13381,13381,1.51,4,2,3,60.6,9.354
13382,13382,1.36,3,5,1,61.1,8.946
13383,13383,1.18,4,1,4,62.6,8.804
13384,13384,0.51,4,3,4,61.9,7.412
13385,13385,0.51,4,3,5,61.6,7.467
13386,13386,1.09,4,2,1,61.5,8.346
13387,13387,0.64,1,2,4,61.8,7.488
13388,13388,0.32,3,5,3,62.6,6.554
13389,13389,1.0,1,4,7,63.2,9.197
13390,13390,0.42,3,3,6,59.8,7.119
13391,13391,0.92,3,6,1,62.5,8.331
13393,13393,0.3,3,6,4,61.6,6.887
13394,13394,0.55,4,5,3,59.8,7.375
13396,13396,0.72,1,6,4,63.3,8.18
13398,13398,0.5,1,2,2,64.5,6.925
13399,13399,1.16,3,4,3,60.5,8.662
13400,13400,1.01,3,5,2,60.5,8.561
13402,13402,0.57,4,5,5,61.9,7.869
13403,13403,0.41,4,4,3,61.1,7.009
13404,13404,0.53,2,4,7,59.6,7.781
13405,13405,0.63,4,3,2,61.7,7.395
13406,13406,0.42,4,1,2,62.3,6.483
13407,13407,1.58,3,4,1,60.7,8.852
13408,13408,0.33,4,6,4,61.3,6.914
13409,13409,1.03,2,3,4,62.2,8.786
13410,13410,0.49,3,3,1,59.4,6.988
13411,13411,0.5,4,3,5,62.1,7.516
13412,13412,1.11,3,2,4,62.3,8.453
13413,13413,0.32,4,2,3,61.7,6.28
13414,13414,0.4,1,4,6,63.3,7.043
13415,13415,0.9,1,3,1,63.8,8.085
13416,13416,0.56,3,0,2,60.3,6.957
13417,13417,0.56,4,3,3,62.2,7.368
13418,13418,1.03,4,3,6,62.0,9.018
13420,13420,0.4,4,2,3,62.4,6.557
13421,13421,1.01,3,3,4,62.7,8.798
13422,13422,0.3,2,6,3,62.9,6.565
13423,13423,0.47,4,6,4,61.0,7.388
13424,13424,0.59,4,6,3,61.4,7.59
13425,13425,1.64,4,4,2,61.8,9.495
13426,13426,1.23,4,0,2,61.3,8.553
13427,13427,0.3,1,2,2,63.4,6.043
13428,13428,0.32,4,2,3,62.0,6.474
13430,13430,0.51,4,3,5,60.1,7.503
13431,13431,1.74,1,2,2,60.6,9.395
13432,13432,1.07,4,2,2,61.1,8.508
13433,13433,1.02,4,3,4,61.3,8.899
13435,13435,0.4,4,2,6,62.0,6.925
13436,13436,1.5,3,3,1,61.8,8.736
13437,13437,0.46,3,5,4,61.7,7.27
13438,13438,0.34,4,6,1,61.4,6.176
13439,13439,0.92,4,5,4,62.6,8.522
13440,13440,1.01,3,6,3,59.2,8.717
13441,13441,0.33,3,3,4,62.2,6.501
13442,13442,0.3,4,6,3,60.8,6.815
13443,13443,0.48,4,1,2,61.9,6.735
13444,13444,1.25,4,4,4,62.0,9.186
13445,13445,0.73,3,6,2,61.7,7.945
13446,13446,1.11,2,3,3,62.2,8.847
13447,13447,1.51,2,3,1,63.1,8.875
13448,13448,0.52,4,5,2,61.0,7.369
13449,13449,0.58,2,6,2,60.2,7.487
13450,13450,0.7,3,3,3,62.5,7.816
13451,13451,1.21,3,4,4,61.6,9.117
13452,13452,0.4,1,1,3,63.8,6.751
13453,13453,0.33,4,3,4,62.1,6.75
13454,13454,0.34,3,6,2,62.4,6.439
13455,13455,1.06,4,3,3,61.3,8.826
13456,13456,0.3,4,6,5,61.9,6.702
13457,13457,1.22,4,4,1,61.7,8.721
13459,13459,0.51,4,6,4,62.4,7.484
13460,13460,0.5,2,1,2,62.5,6.942
13462,13462,1.02,3,2,3,61.9,8.551
13463,13463,1.51,2,2,3,62.4,9.402
13464,13464,0.52,3,5,5,60.1,7.811
13465,13465,0.3,4,6,4,61.8,6.494
13466,13466,0.37,2,5,2,61.4,6.385
13467,13467,0.53,3,4,1,62.5,7.124
13468,13468,0.71,1,1,3,64.3,7.703
13469,13469,0.31,3,4,3,61.4,6.687
13470,13470,1.3,4,3,3,61.9,9.112
13471,13471,0.32,4,4,2,61.0,6.474
13472,13472,1.5,3,4,3,62.4,9.498
13473,13473,0.3,4,3,4,62.0,6.654
13474,13474,0.57,2,3,2,60.4,7.149
13475,13475,1.05,3,0,3,59.4,8.187
13476,13476,1.2,4,3,4,61.7,9.109
13477,13477,0.5,2,3,4,59.4,7.393
13478,13478,0.5,2,6,2,62.8,7.241
13479,13479,1.01,3,1,1,59.4,8.287
13481,13481,0.57,4,3,4,62.0,7.523
13482,13482,1.23,4,1,5,62.5,8.89
13483,13483,1.06,1,0,3,63.5,8.416
13484,13484,0.55,4,3,2,61.7,7.256
13485,13485,0.44,3,3,5,61.3,6.986
13486,13486,1.21,3,1,3,62.2,8.613
13487,13487,0.32,4,6,3,61.9,6.879
13488,13488,0.36,4,5,2,61.9,6.697
13489,13489,0.36,4,6,2,62.0,6.746
13490,13490,0.9,3,5,3,61.4,8.397
13491,13491,1.13,4,1,1,62.0,8.59
13492,13492,0.34,3,2,6,61.2,6.653
13493,13493,0.7,1,5,4,59.8,7.997
13494,13494,0.52,4,3,4,61.2,7.416
13496,13496,0.32,3,5,6,61.8,6.861
13497,13497,0.23,2,4,3,59.1,5.996
13498,13498,0.42,4,5,1,62.7,6.532
13499,13499,1.0,1,3,4,64.2,8.676
13500,13500,1.14,4,2,2,61.6,8.518
13501,13501,0.7,4,2,3,61.1,7.959
13502,13502,0.51,4,4,4,61.3,7.515
13503,13503,1.0,2,6,1,59.4,8.421
13504,13504,0.31,3,6,1,62.1,6.136
13505,13505,1.12,2,1,3,62.9,8.566
13506,13506,0.32,4,3,7,61.8,6.8
13507,13507,0.91,3,3,5,61.8,8.55
13508,13508,0.41,4,1,3,62.0,6.609
13509,13509,0.32,4,1,4,62.1,6.155
13510,13510,0.41,3,6,6,61.6,7.366
13512,13512,0.3,4,3,7,62.5,6.76
13513,13513,0.71,4,4,2,62.5,7.724
13514,13514,0.91,2,2,2,62.2,8.225
13515,13515,1.11,4,3,1,61.9,8.339
13516,13516,0.9,3,5,1,60.7,8.034
13517,13517,0.63,4,4,4,62.3,7.88
13518,13518,0.51,4,2,2,59.9,7.083
13519,13519,1.02,4,4,6,62.4,9.174
13520,13520,1.03,4,0,2,62.3,8.267
13521,13521,1.91,3,1,2,59.6,9.48
13522,13522,1.22,3,5,1,60.5,8.512
13523,13523,1.58,4,2,3,62.7,9.338
13524,13524,0.88,1,0,4,64.0,7.583
13525,13525,1.33,4,2,4,59.3,9.073
13526,13526,1.55,4,1,4,61.5,9.248
13527,13527,0.24,2,5,4,62.5,6.021
13528,13528,0.6,4,5,4,59.6,7.757
13529,13529,0.33,3,1,2,61.3,6.098
13530,13530,1.21,3,1,2,62.3,8.623
13531,13531,0.71,2,5,3,64.0,7.939
13532,13532,0.9,4,4,1,61.9,8.432
13533,13533,1.51,4,5,1,62.9,9.16
13534,13534,0.31,2,5,3,62.6,6.522
13535,13535,1.07,3,4,1,61.8,8.425
13536,13536,1.11,2,2,1,59.0,8.43
13537,13537,1.0,3,4,3,60.5,8.801
13538,13538,0.7,2,2,1,63.8,7.499
13540,13540,0.79,3,2,4,60.0,7.959
13541,13541,0.3,4,4,7,61.1,6.921
13543,13543,1.53,3,1,4,62.4,9.299
13545,13545,0.91,2,5,1,62.4,8.278
13548,13548,1.27,3,4,5,61.3,9.385
13549,13549,0.72,3,6,4,62.7,7.972
13550,13550,0.73,3,5,4,61.2,8.105
13551,13551,1.51,3,1,1,62.6,8.877
13552,13552,0.34,1,5,1,63.7,6.417
13553,13553,1.01,2,5,3,61.9,8.805
13554,13554,0.3,2,6,4,59.7,6.524
13555,13555,1.01,1,6,2,61.8,8.602
13556,13556,0.32,2,5,4,64.0,6.446
13557,13557,1.02,4,3,4,62.8,8.932
13558,13558,0.9,1,2,3,64.1,8.269
13559,13559,1.05,3,4,1,62.6,8.406
13560,13560,0.5,4,2,1,62.3,7.02
13561,13561,1.02,4,4,5,61.9,9.128
13562,13562,1.02,2,2,2,61.9,8.406
13563,13563,0.54,4,3,2,60.0,7.6
13565,13565,1.53,3,4,1,62.7,9.151
13566,13566,0.32,2,3,2,60.9,6.168
13567,13567,0.56,4,3,7,62.0,7.731
13568,13568,0.75,1,5,1,59.7,7.823
13569,13569,0.32,4,3,6,61.1,6.985
13570,13570,0.78,2,6,4,60.5,8.351
13571,13571,1.12,1,1,3,63.8,8.469
13572,13572,1.09,4,2,6,61.4,8.861
13573,13573,0.43,4,3,5,61.9,7.029
13574,13574,0.5,3,4,3,60.6,7.268
13575,13575,0.79,4,1,3,60.9,8.219
13576,13576,0.39,2,4,3,58.8,6.711
13577,13577,0.7,4,4,2,59.8,7.888
13578,13578,0.31,4,6,1,62.0,6.136
13579,13579,1.04,4,2,1,61.7,8.424
13580,13580,0.3,4,6,3,61.4,6.815
13581,13581,1.57,3,3,2,59.2,9.298
13582,13582,0.31,1,5,7,64.2,6.701
13584,13584,0.41,3,2,2,60.5,6.526
13585,13585,1.05,4,2,1,61.2,8.392
13586,13586,1.27,3,2,3,61.1,8.968
13587,13587,0.5,3,2,4,60.3,7.241
13588,13588,0.91,2,0,0,63.1,7.625
13589,13589,0.4,1,1,2,63.9,6.39
13590,13590,0.53,4,2,6,61.2,7.519
13591,13591,1.53,3,6,1,59.9,9.076
13592,13592,0.81,2,2,4,62.5,8.133
13593,13593,1.36,3,5,5,59.8,9.518
13594,13594,1.02,4,4,2,60.3,8.555
13595,13595,0.71,4,4,1,61.5,7.889
13596,13596,2.0,3,1,3,60.7,9.723
13597,13597,1.35,2,1,2,59.5,8.791
13598,13598,0.5,4,5,3,61.3,7.393
13599,13599,1.01,3,0,1,61.9,8.205
13600,13600,0.75,2,1,2,63.7,7.741
13601,13601,0.31,4,6,2,61.9,6.347
13602,13602,0.42,2,6,2,63.0,6.628
13604,13604,0.23,2,5,6,61.3,6.157
13605,13605,1.01,3,2,1,60.3,8.21
13606,13606,1.7,2,4,1,63.4,9.314
13607,13607,0.92,2,2,4,59.7,8.46
13608,13608,1.0,4,4,1,62.7,8.332
13610,13610,1.52,3,3,2,61.6,9.206
13611,13611,0.33,4,5,3,60.6,6.833
13612,13612,1.0,3,2,3,61.5,8.517
13613,13613,0.74,4,3,5,62.2,8.15
13614,13614,1.01,2,4,3,58.8,8.741
13615,13615,1.04,2,1,2,62.9,8.507
13616,13616,0.7,3,4,1,60.6,7.499
13617,13617,0.71,4,4,1,59.9,7.678
13618,13618,0.34,4,4,4,62.1,6.613
13619,13619,0.7,2,3,2,62.0,7.712
13620,13620,0.64,4,3,2,61.6,7.46
13621,13621,1.11,4,2,2,62.0,8.537
13622,13622,0.23,2,6,5,61.9,6.225
13623,13623,0.7,3,5,3,60.9,7.891
13624,13624,0.78,4,4,1,61.2,7.872
13627,13627,0.33,3,4,2,60.9,6.31
13628,13628,0.38,4,1,3,60.5,6.474
13630,13630,1.59,4,1,1,61.6,8.984
13631,13631,0.41,1,4,2,63.2,6.627
13632,13632,1.03,3,4,1,60.7,8.431
13633,13633,0.34,3,6,3,59.3,6.532
13634,13634,1.51,2,1,7,62.2,9.417
13635,13635,0.51,2,5,3,63.1,7.416
13636,13636,0.91,2,4,2,60.4,8.398
13637,13637,0.74,2,5,5,61.9,8.193
13638,13638,0.57,4,4,2,62.2,7.228
13639,13639,0.34,4,4,1,60.1,6.103
13640,13640,1.27,4,5,1,60.2,8.761
13641,13641,0.61,4,4,5,61.7,7.949
13642,13642,1.09,4,2,3,61.5,8.654
13643,13643,1.06,4,2,3,60.5,8.643
13644,13644,0.44,4,6,4,61.3,7.165
13645,13645,0.9,4,4,3,62.7,8.451
13646,13646,0.41,4,4,6,61.8,7.166
13648,13648,1.54,4,2,5,62.6,9.407
13649,13649,1.3,3,0,5,62.9,8.765
13650,13650,0.39,1,5,5,61.5,6.849
13651,13651,0.73,2,5,2,60.2,7.849
13652,13652,1.13,3,1,4,62.2,8.578
13653,13653,0.45,2,3,6,62.2,7.191
13654,13654,0.7,2,3,4,63.0,7.942
13655,13655,1.5,1,2,3,61.2,9.239
13656,13656,0.78,2,6,3,59.8,8.208
13657,13657,1.27,2,0,2,63.2,8.643
13658,13658,1.51,4,4,3,63.0,9.576
13659,13659,0.74,3,3,6,61.2,8.054
13660,13660,0.32,4,1,2,61.2,6.109
13661,13661,0.56,2,2,4,62.8,7.365
13662,13662,0.32,4,3,6,61.8,6.702
13663,13663,0.42,2,6,2,62.3,6.664
13664,13664,0.81,4,4,4,61.5,8.277
13665,13665,1.01,2,1,4,62.2,8.467
13666,13666,0.39,3,2,2,62.0,6.477
13667,13667,0.4,4,1,4,63.0,6.851
13668,13668,1.23,4,6,2,60.9,8.788
13669,13669,0.53,4,3,2,62.4,7.192
13670,13670,0.24,2,5,6,62.8,6.184
13671,13671,0.3,4,1,4,62.0,6.125
13672,13672,1.56,3,4,2,60.5,9.118
13673,13673,0.59,2,2,1,61.2,7.134
13674,13674,0.55,3,3,2,61.3,7.255
13676,13676,0.43,2,5,2,63.1,6.854
13677,13677,0.53,3,5,3,61.4,7.365
13678,13678,0.52,4,5,6,61.8,8.047
13679,13679,1.1,3,0,1,59.6,8.223
13680,13680,0.58,4,3,6,61.5,7.927
13681,13681,1.51,2,1,4,63.0,9.142
13683,13683,0.32,4,0,3,62.1,5.974
13684,13684,0.31,4,6,3,62.2,6.848
13686,13686,1.16,3,1,4,60.4,8.605
13687,13687,0.71,3,6,4,62.9,7.959
13689,13689,0.79,3,5,1,61.0,7.961
13690,13690,1.54,3,1,1,61.2,8.94
13691,13691,0.7,2,4,4,62.4,7.865
13692,13692,0.35,2,4,2,61.7,6.368
13693,13693,1.0,3,5,2,61.7,8.593
13694,13694,1.0,4,5,2,61.9,8.605
13695,13695,0.57,4,5,3,61.3,7.697
13696,13696,0.76,3,4,1,62.7,7.82
13697,13697,0.31,3,6,3,61.7,6.704
13698,13698,0.32,4,4,3,61.2,6.469
13699,13699,0.36,4,3,6,60.0,6.793
13700,13700,0.3,2,5,1,61.7,6.043
13701,13701,1.6,3,1,1,60.8,9.063
13702,13702,1.0,2,5,0,62.3,8.033
13703,13703,0.31,2,6,2,63.5,6.596
13704,13704,0.27,2,3,4,58.8,5.989
13705,13705,0.34,2,3,5,61.7,6.653
13706,13706,0.51,2,2,4,60.7,7.395
13707,13707,0.4,2,6,3,62.8,6.901
13708,13708,1.5,3,2,3,61.8,9.347
13709,13709,1.71,2,2,2,60.8,9.486
13710,13710,1.01,1,3,4,64.0,8.781
13712,13712,0.52,1,2,3,63.7,7.162
13713,13713,0.34,3,2,6,61.2,6.759
13714,13714,0.5,2,5,3,62.8,7.352
13715,13715,0.41,4,0,4,62.7,6.555
13716,13716,0.4,3,3,2,62.8,6.802
13717,13717,1.01,4,5,2,61.1,8.721
13718,13718,0.5,3,5,1,61.8,7.074
13719,13719,0.38,3,4,4,62.4,6.838
13720,13720,0.73,4,4,5,61.7,8.15
13721,13721,0.7,4,3,2,61.2,7.637
13722,13722,0.64,4,5,2,62.7,7.528
13724,13724,1.61,2,5,1,63.0,9.296
13725,13725,0.4,2,2,5,63.2,7.026
13726,13726,1.03,2,6,2,60.5,8.578
13727,13727,0.37,3,3,3,59.3,6.475
13728,13728,1.14,3,6,2,58.9,8.741
13729,13729,0.3,3,4,3,61.8,6.261
13730,13730,0.32,2,3,2,63.0,6.168
13731,13731,1.0,4,4,1,61.3,8.383
13732,13732,1.21,2,0,3,62.4,8.341
13733,13733,0.3,4,1,6,61.1,6.314
13734,13734,0.32,2,5,2,63.1,6.51
13735,13735,1.17,4,3,6,61.9,9.19
13737,13737,0.53,1,4,2,63.8,7.217
13738,13738,0.32,3,4,3,61.4,6.719
13739,13739,1.02,4,6,3,61.5,9.159
13740,13740,0.3,4,5,5,61.6,6.921
13741,13741,1.07,1,1,3,63.8,8.341
13742,13742,1.07,4,0,3,61.6,8.452
13743,13743,1.23,1,3,2,63.1,8.786
13744,13744,0.31,4,3,7,62.6,6.792
13745,13745,0.35,3,2,4,62.6,6.669
13746,13746,0.41,2,1,2,63.3,6.522
13747,13747,1.01,2,5,2,62.3,8.561
13748,13748,0.34,2,2,6,62.9,6.653
13749,13749,0.91,2,3,3,64.0,8.32
13750,13750,0.31,4,5,5,62.5,6.627
13751,13751,0.7,2,5,2,63.5,7.951
13752,13752,0.78,3,4,2,61.5,7.943
13753,13753,0.59,4,5,3,61.4,7.413
13754,13754,0.43,3,3,6,60.9,7.142
13755,13755,1.01,2,2,3,62.0,8.554
13756,13756,1.0,2,3,6,62.3,8.924
13757,13757,0.51,2,2,4,62.3,7.395
13758,13758,1.0,1,5,2,63.5,8.42
13759,13759,0.9,3,4,3,61.9,8.42
13760,13760,1.05,2,5,4,59.8,8.945
13761,13761,0.31,1,6,1,63.1,6.136
13762,13762,1.02,2,3,3,62.1,8.709
13763,13763,0.33,2,3,3,60.9,6.361
13764,13764,0.42,3,4,5,59.6,7.107
13765,13765,1.72,4,2,3,61.9,9.629
13766,13766,0.32,2,2,3,63.1,6.474
13767,13767,0.37,4,0,4,62.4,6.188
13768,13768,0.72,2,5,3,63.0,7.98
13769,13769,0.79,4,3,5,62.1,8.232
13770,13770,1.57,2,6,2,62.3,9.418
13771,13771,0.38,1,4,3,63.4,6.569
13772,13772,1.58,3,3,3,62.6,9.474
13773,13773,0.7,1,5,2,61.7,7.808
13774,13774,0.59,3,2,6,62.0,7.592
13775,13775,0.32,4,2,6,62.7,6.54
13776,13776,0.9,1,1,4,62.8,8.145
13777,13777,0.54,1,5,3,63.3,7.415
13779,13779,0.33,4,5,4,59.6,6.661
13780,13780,0.52,2,5,3,62.8,7.359
13781,13781,0.53,2,4,2,60.9,7.187
13782,13782,0.23,2,3,6,61.5,6.182
13783,13783,0.3,3,4,2,60.9,6.402
13786,13786,1.0,1,5,4,63.6,8.908
13788,13788,1.01,3,3,5,61.6,8.918
13789,13789,0.53,2,3,5,60.5,7.452
13790,13790,0.51,2,5,5,62.8,7.671
13791,13791,0.73,2,5,2,61.3,7.962
13792,13792,0.3,4,5,6,62.3,6.759
13793,13793,1.12,4,6,3,62.0,9.021
13794,13794,1.5,3,3,5,61.2,9.459
13795,13795,1.09,4,4,1,61.6,8.264
13796,13796,1.01,2,3,2,62.9,8.431
13797,13797,0.53,2,4,2,62.9,7.145
13798,13798,0.39,4,6,4,61.9,6.999
13799,13799,1.73,3,6,2,60.6,9.455
13800,13800,0.61,4,2,4,61.6,7.442
13801,13801,1.06,1,3,4,63.4,8.776
13802,13802,1.01,1,3,3,58.9,8.658
13803,13803,0.28,4,3,3,62.2,6.209
13804,13804,1.26,3,4,1,61.3,8.803
13805,13805,0.24,4,4,5,61.4,6.292
13806,13806,0.3,3,2,3,62.2,6.159
13807,13807,0.3,2,5,6,63.5,6.903
